Regions/Towns,Regions/Towns,,Regions/Suburbs and Pcodes,Regions/Suburbs and Pcodes,Regions/Suburbs and Pcodes,,Regions/LGA,Regions/LGA,Regions/LGA,,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,,Regions/2006 ABS Bdy,Regions/2006 ABS Bdy,Regions/2006 ABS Bdy,Regions/2006 ABS Bdy,,Regions/2001 ABS Bdy,Regions/2001 ABS Bdy,Regions/2001 ABS Bdy,Regions/2001 ABS Bdy
SA Government Region,Town,,SA Government Region,Suburb,Postcode,,SA Government Region,Short LGA name,Full LGA name,,SA Government Region,GCC name 2016,GCC code 2016,SA4 name 2016,SA4 code 2016,SA3 name 2016,SA3 Code 2016,SA2 name 2016,SA2 code 2016,SA1 code 2016,,SA Government Region,SA4 code 2011,SA3 name 2011,SA3 Code 2011,SA2 name 2011,SA2 code 2011,SA1 code 2011,,SA Government Region,Statistical Local Area - name,Statistical Local Area - code,CD code,,SA Government Region,Statistical Local Area - name,Statistical Local Area - code,CD code
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Para Hills,402041041,40204104129,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104514,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080410,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080909
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Para Hills,402041041,40204104130,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104515,,Southern Adelaide,Onkaparinga (C) - Reservoir,405205345,4080411,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4080910
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Para Hills,402041041,40204104131,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104516,,Southern Adelaide,Onkaparinga (C) - Reservoir,405205345,4080412,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080911
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Para Hills,402041041,40204104132,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104517,,Southern Adelaide,Onkaparinga (C) - Reservoir,405205345,4080413,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080912
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Para Hills,402041041,40204104133,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104518,,Southern Adelaide,Onkaparinga (C) - Reservoir,405205345,4080414,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081001
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Para Hills,402041041,40204104134,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104519,,Southern Adelaide,Onkaparinga (C) - Reservoir,405205345,4080415,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081002
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Para Hills,402041041,40204104135,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104520,,Southern Adelaide,Onkaparinga (C) - Hills,405205342,4080501,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081003
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Para Hills,402041041,40204104136,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104521,,Southern Adelaide,Onkaparinga (C) - Hills,405205342,4080502,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081004
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Para Hills,402041041,40204104137,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104522,,Southern Adelaide,Onkaparinga (C) - Reservoir,405205345,4080503,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081005
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Para Hills,402041041,40204104138,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104523,,Southern Adelaide,Onkaparinga (C) - Hills,405205342,4080504,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081006
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield,402041042,40204104201,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104524,,Southern Adelaide,Onkaparinga (C) - Hills,405205342,4080505,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081007
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104301,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104525,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080506,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081008
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104302,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104526,,Southern Adelaide,Onkaparinga (C) - Hills,405205342,4080507,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081009
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104303,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104527,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080508,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081010
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104304,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104528,,Southern Adelaide,Onkaparinga (C) - Hills,405205342,4080509,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081101
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104305,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104529,,Southern Adelaide,Onkaparinga (C) - Reservoir,405205345,4080510,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081102
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104306,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104530,,Southern Adelaide,Onkaparinga (C) - Hills,405205342,4080511,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081103
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104307,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104531,,Southern Adelaide,Onkaparinga (C) - Hills,405205342,4080512,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081104
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104308,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104532,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080601,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081105
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104309,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104533,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080602,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081106
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104310,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104534,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080603,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081107
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104311,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104535,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080604,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081108
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104312,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104536,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080605,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081109
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104313,,Northern Adelaide,402,Salisbury,40204,Pooraka,402041045,40204104537,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080606,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081110
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104314,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104601,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080607,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081111
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104315,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104602,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080608,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081112
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104316,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104603,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080609,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081113
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104317,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104604,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080610,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081114
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104318,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104605,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080611,,Southern Adelaide,Onkaparinga (C) - Hackham,405205341,4081115
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104319,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104606,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080612,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4081201
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104320,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104607,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080613,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4081202
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104321,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104608,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080614,,Southern Adelaide,Onkaparinga (C) - Hackham,405205341,4081203
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104323,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104609,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080701,,Southern Adelaide,Onkaparinga (C) - Hackham,405205341,4081204
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104324,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104610,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080702,,Southern Adelaide,Onkaparinga (C) - Hackham,405205341,4081205
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104325,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104611,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080703,,Southern Adelaide,Onkaparinga (C) - Hackham,405205341,4081206
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104326,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104612,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080704,,Southern Adelaide,Onkaparinga (C) - Hackham,405205341,4081207
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104327,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104613,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080705,,Southern Adelaide,Onkaparinga (C) - Hackham,405205341,4081208
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104328,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104614,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080706,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4081209
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104329,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104615,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080707,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4081210
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104330,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104616,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4080708,,Southern Adelaide,Onkaparinga (C) - Hackham,405205341,4081301
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104331,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104617,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4080709,,Southern Adelaide,Onkaparinga (C) - Hackham,405205341,4081302
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104332,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104618,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4080710,,Southern Adelaide,Onkaparinga (C) - Hackham,405205341,4081303
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104333,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104619,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4080711,,Southern Adelaide,Onkaparinga (C) - Hackham,405205341,4081304
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104334,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104620,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4080712,,Southern Adelaide,Onkaparinga (C) - Hackham,405205341,4081305
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104335,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104621,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080713,,Southern Adelaide,Onkaparinga (C) - Hackham,405205341,4081306
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104336,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104622,,Southern Adelaide,Onkaparinga (C) - Woodcroft,405205347,4080714,,Southern Adelaide,Onkaparinga (C) - Hackham,405205341,4081307
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104337,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104623,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080801,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4081308
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104338,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104624,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080802,,Southern Adelaide,Onkaparinga (C) - South Coast,405205346,4081401
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104339,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104625,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080803,,Southern Adelaide,Onkaparinga (C) - South Coast,405205346,4081402
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104340,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104626,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080804,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4081403
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Parafield Gardens,402041043,40204104341,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104627,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080805,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4081404
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104401,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104628,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080806,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4081405
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104402,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104629,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080807,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4081406
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104403,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104630,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080808,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4081407
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104404,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104631,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080809,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4081408
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104405,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104632,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080810,,Southern Adelaide,Onkaparinga (C) - South Coast,405205346,4081409
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104406,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104633,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080811,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4081410
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104407,,Northern Adelaide,402,Salisbury,40204,Salisbury,402041046,40204104634,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080812,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4081411
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104408,,Northern Adelaide,402,Salisbury,40204,Salisbury East,402041047,40204104701,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080901,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4081412
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104409,,Northern Adelaide,402,Salisbury,40204,Salisbury East,402041047,40204104702,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080902,,Southern Adelaide,Onkaparinga (C) - South Coast,405205346,4081501
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104410,,Northern Adelaide,402,Salisbury,40204,Salisbury East,402041047,40204104703,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080903,,Southern Adelaide,Onkaparinga (C) - South Coast,405205346,4081502
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104411,,Northern Adelaide,402,Salisbury,40204,Salisbury East,402041047,40204104704,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4080904,,Southern Adelaide,Onkaparinga (C) - South Coast,405205346,4081503
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104412,,Northern Adelaide,402,Salisbury,40204,Salisbury East,402041047,40204104705,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080905,,Southern Adelaide,Onkaparinga (C) - South Coast,405205346,4081504
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104413,,Northern Adelaide,402,Salisbury,40204,Salisbury East,402041047,40204104706,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080906,,Southern Adelaide,Onkaparinga (C) - South Coast,405205346,4081505
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104414,,Northern Adelaide,402,Salisbury,40204,Salisbury East,402041047,40204104707,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080907,,Southern Adelaide,Onkaparinga (C) - South Coast,405205346,4081506
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104415,,Northern Adelaide,402,Salisbury,40204,Salisbury East,402041047,40204104708,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080908,,Southern Adelaide,Onkaparinga (C) - South Coast,405205346,4081507
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104416,,Northern Adelaide,402,Salisbury,40204,Salisbury East,402041047,40204104709,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080909,,Southern Adelaide,Onkaparinga (C) - South Coast,405205346,4081508
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104417,,Northern Adelaide,402,Salisbury,40204,Salisbury East,402041047,40204104710,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4080910,,Southern Adelaide,Onkaparinga (C) - South Coast,405205346,4081509
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104418,,Northern Adelaide,402,Salisbury,40204,Salisbury East,402041047,40204104711,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080911,,Southern Adelaide,Onkaparinga (C) - South Coast,405205346,4081510
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104419,,Northern Adelaide,402,Salisbury,40204,Salisbury East,402041047,40204104712,,Southern Adelaide,Onkaparinga (C) - North Coast,405205344,4080912,,Southern Adelaide,Onkaparinga (C) - South Coast,405205346,4081511
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104420,,Northern Adelaide,402,Salisbury,40204,Salisbury East,402041047,40204104713,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081001,,Southern Adelaide,Onkaparinga (C) - Hills,405205342,4081601
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104421,,Northern Adelaide,402,Salisbury,40204,Salisbury East,402041047,40204104714,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081002,,Southern Adelaide,Onkaparinga (C) - Hills,405205342,4081602
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104422,,Northern Adelaide,402,Salisbury,40204,Salisbury East,402041047,40204104715,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081003,,Southern Adelaide,Onkaparinga (C) - Hills,405205342,4081603
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104423,,Northern Adelaide,402,Salisbury,40204,Salisbury East,402041047,40204104716,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081004,,Southern Adelaide,Onkaparinga (C) - South Coast,405205346,4081604
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104424,,Northern Adelaide,402,Salisbury,40204,Salisbury East,402041047,40204104717,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081005,,Southern Adelaide,Onkaparinga (C) - South Coast,405205346,4081605
,,,,,,,,,,,Northern Adelaide,Greater Adelaide,4GADE,Adelaide - North,402,Salisbury,40204,Paralowie,402041044,40204104425,,Northern Adelaide,402,Salisbury,40204,Salisbury East,402041047,40204104718,,Southern Adelaide,Onkaparinga (C) - Morphett,405205343,4081006,,Southern Adelaide,Onkaparinga (C) - South Coast,405205346,4081606
