Regions/Towns,Regions/Towns,,Regions/Suburbs and Pcodes,Regions/Suburbs and Pcodes,Regions/Suburbs and Pcodes,,Regions/LGA,Regions/LGA,Regions/LGA,,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,Regions/2016 ABS Bdy,,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,Regions/2011 ABS Bdy,,Regions/2006 ABS Bdy,Regions/2006 ABS Bdy,Regions/2006 ABS Bdy,Regions/2006 ABS Bdy,,Regions/2001 ABS Bdy,Regions/2001 ABS Bdy,Regions/2001 ABS Bdy,Regions/2001 ABS Bdy
SA Government Region,Town,,SA Government Region,Suburb,Postcode,,SA Government Region,Short LGA name,Full LGA name,,SA Government Region,GCC name 2016,GCC code 2016,SA4 name 2016,SA4 code 2016,SA3 name 2016,SA3 Code 2016,SA2 name 2016,SA2 code 2016,SA1 code 2016,,SA Government Region,SA4 code 2011,SA3 name 2011,SA3 Code 2011,SA2 name 2011,SA2 code 2011,SA1 code 2011,,SA Government Region,Statistical Local Area - name,Statistical Local Area - code,CD code,,SA Government Region,Statistical Local Area - name,Statistical Local Area - code,CD code
"Barossa, Light and Lower North",Krondorf,,Adelaide Hills,LITTLEHAMPTON,5250,,Murray and Mallee,Murray Bridge,The Rural City of Murray Bridge,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100422,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100422,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061010,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061011
"Barossa, Light and Lower North",Light Pass,,Adelaide Hills,LOBETHAL,5241,,Murray and Mallee,Renmark Paringa,Renmark Paringa Council,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100423,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100423,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061011,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061012
"Barossa, Light and Lower North",Long Plains,,Adelaide Hills,LONGWOOD,5153,,Murray and Mallee,Southern Mallee,Southern Mallee District Council,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100424,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100424,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061012,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061013
"Barossa, Light and Lower North",Lower Light,,Adelaide Hills,LOWER HERMITAGE,5131,,Murray and Mallee,The Coorong,Coorong District Council,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100425,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100425,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061013,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061014
"Barossa, Light and Lower North",Lyndoch,,Adelaide Hills,MACCLESFIELD,5153,,Murray and Mallee,UIA Riverland,UIA Riverland,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100426,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100426,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061014,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061015
"Barossa, Light and Lower North",Mallala,,Adelaide Hills,MARBLE HILL,5137,,Northern Adelaide,Playford,City of Playford,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100427,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100427,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061015,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061016
"Barossa, Light and Lower North",Moculta,,Adelaide Hills,MEADOWS,5201,,Northern Adelaide,Salisbury,City of Salisbury,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100428,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100428,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061016,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061101
"Barossa, Light and Lower North",Mount Pleasant,,Adelaide Hills,MILLBROOK,5231,,Northern Adelaide,Tea Tree Gully,City of Tea Tree Gully,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100429,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100429,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061017,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061102
"Barossa, Light and Lower North",Nuriootpa,,Adelaide Hills,MONTACUTE,5134,,Northern Adelaide,Port Adelaide Enfield (part),City of Port Adelaide Enfield (part),,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100430,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100430,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061018,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061103
"Barossa, Light and Lower North",Parham,,Adelaide Hills,MOUNT BARKER,5251,,Southern Adelaide,Holdfast Bay,City of Holdfast Bay,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100431,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100431,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061101,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061104
"Barossa, Light and Lower North",Redbanks,,Adelaide Hills,MOUNT BARKER JUNCTION,5251,,Southern Adelaide,Marion,City of Marion,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100432,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100432,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061102,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061105
"Barossa, Light and Lower North",Roseworthy,,Adelaide Hills,MOUNT BARKER SPRINGS,5251,,Southern Adelaide,Mitcham,City of Mitcham,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100433,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100433,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061103,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061106
"Barossa, Light and Lower North",Sandy Creek,,Adelaide Hills,MOUNT BARKER SUMMIT,5251,,Southern Adelaide,Onkaparinga,City of Onkaparinga,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100434,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100434,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061104,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061107
"Barossa, Light and Lower North",Springton,,Adelaide Hills,MOUNT GEORGE,5155,,Western Adelaide,Charles Sturt,City of Charles Sturt,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100435,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100435,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061105,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061108
"Barossa, Light and Lower North",Stockwell,,Adelaide Hills,MOUNT TORRENS,5244,,Western Adelaide,Port Adelaide Enfield (part),City of Port Adelaide Enfield (part),,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100436,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100436,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061106,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061109
"Barossa, Light and Lower North",Tanunda,,Adelaide Hills,MYLOR,5153,,Western Adelaide,West Torrens,City of West Torrens,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100437,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100437,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061107,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061110
"Barossa, Light and Lower North",Templers,,Adelaide Hills,NAIRNE,5252,,Yorke and Mid North,Barunga West,The District Council of Barunga West,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100438,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100438,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061108,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061111
"Barossa, Light and Lower North",Thompson Beach,,Adelaide Hills,NORTON SUMMIT,5136,,Yorke and Mid North,Clare and Gilbert Valleys,Clare and Gilbert Valleys Council,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100439,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100439,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061109,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061112
"Barossa, Light and Lower North",Two Wells,,Adelaide Hills,OAKBANK,5243,,Yorke and Mid North,Copper Coast,District Council of the Copper Coast,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100440,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100440,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061110,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061113
"Barossa, Light and Lower North",Wasleys,,Adelaide Hills,PAECHTOWN,5245,,Yorke and Mid North,Goyder,The Regional Council of Goyder,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100441,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100441,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061111,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061114
"Barossa, Light and Lower North",Wild Horse Plains,,Adelaide Hills,PARACOMBE,5132,,Yorke and Mid North,Mount Remarkable,The District Council of Mount Remarkable,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100442,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100442,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061112,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061201
"Barossa, Light and Lower North",Williamstown,,Adelaide Hills,PETWOOD,5254,,Yorke and Mid North,Northern Areas,Northern Areas Council,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100443,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100443,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061113,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061202
"Barossa, Light and Lower North",Windsor,,Adelaide Hills,PICCADILLY,5151,,Yorke and Mid North,Orroroo/Carrieton,The District Council of Orroroo Carrieton,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100444,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100444,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061114,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061203
Eastern Adelaide,Adelaide,,Adelaide Hills,PROSPECT HILL,5201,,Yorke and Mid North,Peterborough,The District Council of Peterborough,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100445,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100445,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061115,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061204
Eyre and Western,Arno Bay,,Adelaide Hills,SCOTT CREEK,5153,,Yorke and Mid North,Port Pirie,Port Pirie Regional Council,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100446,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100446,,Adelaide Hills,Mount Barker (DC) - Central,410154551,4061116,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061205
Eyre and Western,Baird Bay,,Adelaide Hills,ST IVES,5252,,Yorke and Mid North,Wakefield,Wakefield Regional Council,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100447,,Adelaide Hills,401,Adelaide Hills,40102,Aldgate - Stirling,401021004,40102100447,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061201,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061206
Eyre and Western,Bookabie,,Adelaide Hills,STIRLING,5152,,Yorke and Mid North,Yorke Peninsula,The District Council of Yorke Peninsula,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100501,,Adelaide Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100501,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061202,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061207
Eyre and Western,Border Village,,Adelaide Hills,SUMMERTOWN,5141,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100502,,Adelaide Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100502,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061203,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061208
Eyre and Western,Bramfield,,Adelaide Hills,TERINGIE,5072,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100503,,Adelaide Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100503,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061204,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061209
Eyre and Western,Buckleboo,,Adelaide Hills,TOTNESS,5250,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100504,,Adelaide Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100504,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061205,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061210
Eyre and Western,Calca,,Adelaide Hills,UPPER HERMITAGE,5131,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100505,,Adelaide Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100505,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061206,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061211
Eyre and Western,Ceduna,,Adelaide Hills,UPPER STURT,5156,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100506,,Adelaide Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100506,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061207,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061212
Eyre and Western,Chandada,,Adelaide Hills,URAIDLA,5142,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100507,,Adelaide Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100507,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061208,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061213
Eyre and Western,Chilpenunda,,Adelaide Hills,VERDUN,5245,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100508,,Adelaide Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100508,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061209,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071901
Eyre and Western,Cleve,,Adelaide Hills,WISTOW,5251,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100509,,Adelaide Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100509,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061210,,Adelaide Hills,Adelaide Hills (DC) - Ranges,405150124,4071902
Eyre and Western,Coffin Bay,,Adelaide Hills,WOODFORDE,5072,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100510,,Adelaide Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100510,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061211,,Adelaide Hills,Adelaide Hills (DC) - Ranges,405150124,4071903
Eyre and Western,Colley,,Adelaide Hills,WOODSIDE,5244,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100511,,Adelaide Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100511,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061212,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071904
Eyre and Western,Coorabie,,"Barossa, Light and Lower North",ALLENDALE NORTH,5373,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100512,,Adelaide Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100512,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061213,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071905
Eyre and Western,Coulta,,"Barossa, Light and Lower North",ALTONA,5351,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100513,,Adelaide Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100513,,Adelaide Hills,Mount Barker (DC) Bal,410154554,4061214,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071906
Eyre and Western,Courela,,"Barossa, Light and Lower North",ANGASTON,5353,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100514,,Adelaide Hills,401,Adelaide Hills,40102,Hahndorf - Echunga,401021005,40102100514,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071901,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071907
Eyre and Western,Cowell,,"Barossa, Light and Lower North",BAGOT WELL,5373,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100601,,Adelaide Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100601,,Adelaide Hills,Adelaide Hills (DC) - Ranges,405150124,4071902,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071908
Eyre and Western,Cummins,,"Barossa, Light and Lower North",BARABBA,5460,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100602,,Adelaide Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100602,,Adelaide Hills,Adelaide Hills (DC) - Ranges,405150124,4071903,,Adelaide Hills,Adelaide Hills (DC) - Ranges,405150124,4071909
Eyre and Western,Cungena,,"Barossa, Light and Lower North",BAROSSA GOLDFIELDS,5351,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100603,,Adelaide Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100603,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071904,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071910
Eyre and Western,Darke Peak,,"Barossa, Light and Lower North",BETHANY,5352,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100604,,Adelaide Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100604,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071905,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071911
Eyre and Western,Denial Bay,,"Barossa, Light and Lower North",BETHEL,5373,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100605,,Adelaide Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100605,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071906,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071912
Eyre and Western,Edillilie,,"Barossa, Light and Lower North",BUCHFELDE,5118,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100606,,Adelaide Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100606,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071907,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071913
Eyre and Western,Elliston,,"Barossa, Light and Lower North",CALOMBA,5501,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100607,,Adelaide Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100607,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071908,,Adelaide Hills,Adelaide Hills (DC) - Ranges,405150124,4071914
Eyre and Western,Fowlers Bay,,"Barossa, Light and Lower North",COCKATOO VALLEY,5351,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100608,,Adelaide Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100608,,Adelaide Hills,Adelaide Hills (DC) - Ranges,405150124,4071909,,Adelaide Hills,Adelaide Hills (DC) - Ranges,405150124,4072001
Eyre and Western,Haslam,,"Barossa, Light and Lower North",CONCORDIA,5118,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100609,,Adelaide Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100609,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071910,,Adelaide Hills,Adelaide Hills (DC) - Ranges,405150124,4072002
Eyre and Western,Kapinnie,,"Barossa, Light and Lower North",CROMER,5235,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100610,,Adelaide Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100610,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071911,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4072003
Eyre and Western,Karkoo,,"Barossa, Light and Lower North",DAVEYSTON,5355,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100611,,Adelaide Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100611,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071912,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4072004
Eyre and Western,Kielpa,,"Barossa, Light and Lower North",DUBLIN,5501,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100612,,Adelaide Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100612,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4071913,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4072005
Eyre and Western,Kimba,,"Barossa, Light and Lower North",EBENEZER,5355,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100613,,Adelaide Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100613,,Adelaide Hills,Adelaide Hills (DC) - Ranges,405150124,4071914,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4072006
Eyre and Western,Koongawa,,"Barossa, Light and Lower North",EDEN VALLEY,5235,,,,,,Adelaide Hills,Greater Adelaide,4GADE,Adelaide - Central and Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100614,,Adelaide Hills,401,Adelaide Hills,40102,Lobethal - Woodside,401021006,40102100614,,Adelaide Hills,Adelaide Hills (DC) - Ranges,405150124,4072001,,Adelaide Hills,Adelaide Hills (DC) - Central,405150121,4072007
